Individ,Choice,Treatment,treatment_num,Chamber,trial_num
mira4,1,eepcontrol,7,10,68
mira5,1,eepcontrol,7,10,68
mira6,0,eepcontrol,7,10,68
mira7,0,eepcontrol,7,10,68
mira8,0,eepcontrol,7,10,68
mira9,0,eepcontrol,7,10,68
mira10,0,eepcontrol,7,10,68
mira11,0,eepcontrol,7,10,68
mira12,0,eepcontrol,7,10,68
mira1,1,eepcontrol,7,7,69
mira2,1,eepcontrol,7,7,69
mira3,1,eepcontrol,7,7,69
mira4,1,eepcontrol,7,7,69
mira5,1,eepcontrol,7,7,69
mira6,1,eepcontrol,7,7,69
mira7,1,eepcontrol,7,7,69
mira8,0,eepcontrol,7,7,69
mira9,0,eepcontrol,7,7,69
mira10,0,eepcontrol,7,7,69
mira1,1,eesun,8,4,70
mira2,1,eesun,8,4,70
mira3,1,eesun,8,4,70
mira4,1,eesun,8,4,70
mira5,1,eesun,8,4,70
mira6,1,eesun,8,4,70
mira7,1,eesun,8,4,70
mira8,1,eesun,8,4,70
mira9,1,eesun,8,4,70
mira10,0,eesun,8,4,70
mira11,0,eesun,8,4,70
mira12,0,eesun,8,4,70
mira13,0,eesun,8,4,70
mira14,0,eesun,8,4,70
mira1,1,eesun,8,8,71
mira2,1,eesun,8,8,71
mira3,1,eesun,8,8,71
mira4,1,eesun,8,8,71
mira5,1,eesun,8,8,71
mira6,1,eesun,8,8,71
mira7,1,eesun,8,8,71
mira8,1,eesun,8,8,71
mira9,1,eesun,8,8,71
mira10,1,eesun,8,8,71
mira11,0,eesun,8,8,71
mira12,0,eesun,8,8,71
mira13,0,eesun,8,8,71
mira1,1,eesun,8,6,72
mira2,1,eesun,8,6,72
mira3,1,eesun,8,6,72
mira4,1,eesun,8,6,72
mira5,1,eesun,8,6,72
mira6,0,eesun,8,6,72
mira7,0,eesun,8,6,72
mira8,0,eesun,8,6,72
mira9,0,eesun,8,6,72
mira10,0,eesun,8,6,72
mira11,0,eesun,8,6,72
mira12,0,eesun,8,6,72
mira1,1,eesun,8,9,73
mira2,1,eesun,8,9,73
mira3,1,eesun,8,9,73
mira4,1,eesun,8,9,73
mira5,0,eesun,8,9,73
mira6,0,eesun,8,9,73
mira7,0,eesun,8,9,73
mira8,0,eesun,8,9,73
mira9,0,eesun,8,9,73
mira10,0,eesun,8,9,73
mira11,0,eesun,8,9,73
mira12,0,eesun,8,9,73
mira13,0,eesun,8,9,73
mira14,0,eesun,8,9,73
mira15,0,eesun,8,9,73
mira1,1,eesun,8,10,74
mira2,1,eesun,8,10,74
mira3,1,eesun,8,10,74
mira4,1,eesun,8,10,74
mira5,1,eesun,8,10,74
mira6,1,eesun,8,10,74
mira7,1,eesun,8,10,74
mira8,0,eesun,8,10,74
mira9,0,eesun,8,10,74
mira10,0,eesun,8,10,74
mira1,1,eesun,8,2,75
mira2,1,eesun,8,2,75
mira3,1,eesun,8,2,75
mira4,1,eesun,8,2,75
mira5,1,eesun,8,2,75
mira6,1,eesun,8,2,75
mira7,1,eesun,8,2,75
mira8,1,eesun,8,2,75
mira9,0,eesun,8,2,75
mira10,0,eesun,8,2,75
mira1,1,eesun,8,3,76
mira2,1,eesun,8,3,76
mira3,1,eesun,8,3,76
mira4,1,eesun,8,3,76
mira5,1,eesun,8,3,76
mira6,1,eesun,8,3,76
mira7,1,eesun,8,3,76
mira8,1,eesun,8,3,76
mira9,1,eesun,8,3,76
mira10,0,eesun,8,3,76
mira11,0,eesun,8,3,76
mira12,0,eesun,8,3,76
mira13,0,eesun,8,3,76
mira1,1,eesun,8,1,77
mira2,1,eesun,8,1,77
mira3,1,eesun,8,1,77
mira4,1,eesun,8,1,77
mira5,1,eesun,8,1,77
mira6,1,eesun,8,1,77
mira7,0,eesun,8,1,77
mira8,0,eesun,8,1,77
mira9,0,eesun,8,1,77
mira10,0,eesun,8,1,77
mira1,1,eesun,8,7,78
mira2,1,eesun,8,7,78
mira3,1,eesun,8,7,78
mira4,1,eesun,8,7,78
mira5,1,eesun,8,7,78
mira6,1,eesun,8,7,78
mira7,1,eesun,8,7,78
mira8,1,eesun,8,7,78
mira9,1,eesun,8,7,78
mira10,0,eesun,8,7,78
mira11,0,eesun,8,7,78
mira12,0,eesun,8,7,78
mira1,1,eesun,8,11,79
mira2,1,eesun,8,11,79
mira3,1,eesun,8,11,79
mira4,1,eesun,8,11,79
mira5,1,eesun,8,11,79
mira6,1,eesun,8,11,79
mira7,1,eesun,8,11,79
mira8,0,eesun,8,11,79
mira9,0,eesun,8,11,79
mira10,0,eesun,8,11,79
mira1,1,ees,9,3,85
mira2,1,ees,9,3,85
mira3,1,ees,9,3,85
mira4,1,ees,9,3,85
mira5,1,ees,9,3,85
mira6,1,ees,9,3,85
mira7,1,ees,9,3,85
mira8,1,ees,9,3,85
mira9,0,ees,9,3,85
mira10,0,ees,9,3,85
mira11,0,ees,9,3,85
mira12,0,ees,9,3,85
mira13,0,ees,9,3,85
mira14,0,ees,9,3,85
mira15,0,ees,9,3,85
mira1,1,ees,9,4,86
mira2,1,ees,9,4,86
mira3,1,ees,9,4,86
mira4,1,ees,9,4,86
mira5,1,ees,9,4,86
mira6,1,ees,9,4,86
mira7,1,ees,9,4,86
mira8,0,ees,9,4,86
mira9,0,ees,9,4,86
mira10,0,ees,9,4,86
mira11,0,ees,9,4,86
mira12,0,ees,9,4,86
mira1,1,ees,9,7,87
mira2,1,ees,9,7,87
mira3,0,ees,9,7,87
mira4,0,ees,9,7,87
mira5,0,ees,9,7,87
mira6,0,ees,9,7,87
mira7,0,ees,9,7,87
mira8,0,ees,9,7,87
mira9,0,ees,9,7,87
mira10,0,ees,9,7,87
mira11,0,ees,9,7,87
mira12,0,ees,9,7,87
mira13,0,ees,9,7,87
mira1,1,ees,9,8,88
mira2,1,ees,9,8,88
mira3,1,ees,9,8,88
mira4,1,ees,9,8,88
mira5,1,ees,9,8,88
mira6,1,ees,9,8,88
mira7,1,ees,9,8,88
mira8,1,ees,9,8,88
mira9,1,ees,9,8,88
mira10,1,ees,9,8,88
mira11,0,ees,9,8,88
mira12,0,ees,9,8,88
mira13,0,ees,9,8,88
mira14,0,ees,9,8,88
mira15,0,ees,9,8,88
mira1,1,ees,9,9,89
mira2,1,ees,9,9,89
mira3,1,ees,9,9,89
mira4,1,ees,9,9,89
mira5,1,ees,9,9,89
mira6,1,ees,9,9,89
mira7,1,ees,9,9,89
mira8,1,ees,9,9,89
mira9,1,ees,9,9,89
mira10,1,ees,9,9,89
mira11,0,ees,9,9,89
mira12,0,ees,9,9,89
mira13,0,ees,9,9,89
mira14,0,ees,9,9,89
mira1,1,ees,9,10,90
mira2,1,ees,9,10,90
mira3,1,ees,9,10,90
mira4,0,ees,9,10,90
mira5,0,ees,9,10,90
mira6,0,ees,9,10,90
mira7,0,ees,9,10,90
mira8,0,ees,9,10,90
mira9,0,ees,9,10,90
mira10,0,ees,9,10,90
mira11,0,ees,9,10,90
mira12,0,ees,9,10,90
mira13,0,ees,9,10,90
mira14,0,ees,9,10,90
mira15,0,ees,9,10,90
mira1,1,ees,9,12,91
mira2,1,ees,9,12,91
mira3,1,ees,9,12,91
mira4,1,ees,9,12,91
mira5,1,ees,9,12,91
mira6,1,ees,9,12,91
mira7,1,ees,9,12,91
mira8,1,ees,9,12,91
mira9,0,ees,9,12,91
mira10,0,ees,9,12,91
mira11,0,ees,9,12,91
mira12,0,ees,9,12,91
mira13,0,ees,9,12,91
mira1,1,ees,9,5,92
mira2,1,ees,9,5,92
mira3,1,ees,9,5,92
mira4,1,ees,9,5,92
mira5,1,ees,9,5,92
mira6,0,ees,9,5,92
mira7,0,ees,9,5,92
mira8,0,ees,9,5,92
mira9,0,ees,9,5,92
mira10,0,ees,9,5,92
mira11,0,ees,9,5,92
mira12,0,ees,9,5,92
mira13,0,ees,9,5,92
mira14,0,ees,9,5,92
mira1,1,ees,9,6,93
mira2,1,ees,9,6,93
mira3,1,ees,9,6,93
mira4,1,ees,9,6,93
mira5,0,ees,9,6,93
mira6,0,ees,9,6,93
mira7,0,ees,9,6,93
mira8,0,ees,9,6,93
mira9,0,ees,9,6,93
mira10,0,ees,9,6,93
mira11,0,ees,9,6,93
mira12,0,ees,9,6,93
mira13,0,ees,9,6,93
mira14,0,ees,9,6,93
mira1,1,ees,9,2,94
mira2,1,ees,9,2,94
mira3,1,ees,9,2,94
mira4,1,ees,9,2,94
mira5,1,ees,9,2,94
mira6,1,ees,9,2,94
mira7,1,ees,9,2,94
mira8,1,ees,9,2,94
mira9,1,ees,9,2,94
mira10,0,ees,9,2,94
mira11,0,ees,9,2,94
mira12,0,ees,9,2,94
mira13,0,ees,9,2,94
mira14,0,ees,9,2,94
mira1,1,eeun,10,1,95
mira2,1,eeun,10,1,95
mira3,1,eeun,10,1,95
mira4,1,eeun,10,1,95
mira5,1,eeun,10,1,95
mira6,1,eeun,10,1,95
mira7,1,eeun,10,1,95
mira8,1,eeun,10,1,95
mira9,1,eeun,10,1,95
mira10,0,eeun,10,1,95
mira11,0,eeun,10,1,95
mira12,0,eeun,10,1,95
mira13,0,eeun,10,1,95
mira14,0,eeun,10,1,95
mira15,0,eeun,10,1,95
mira1,1,eeun,10,4,96
mira2,1,eeun,10,4,96
mira3,1,eeun,10,4,96
mira4,0,eeun,10,4,96
mira5,0,eeun,10,4,96
mira6,0,eeun,10,4,96
mira7,0,eeun,10,4,96
mira8,0,eeun,10,4,96
mira9,0,eeun,10,4,96
mira10,0,eeun,10,4,96
mira11,0,eeun,10,4,96
mira12,0,eeun,10,4,96
mira1,1,eeun,10,8,97
mira2,1,eeun,10,8,97
mira3,1,eeun,10,8,97
mira4,1,eeun,10,8,97
mira5,1,eeun,10,8,97
mira6,1,eeun,10,8,97
mira7,1,eeun,10,8,97
mira8,0,eeun,10,8,97
mira9,0,eeun,10,8,97
mira10,0,eeun,10,8,97
mira11,0,eeun,10,8,97
mira12,0,eeun,10,8,97
mira13,0,eeun,10,8,97
mira14,0,eeun,10,8,97
mira15,0,eeun,10,8,97
mira1,1,eeun,10,6,98
mira2,1,eeun,10,6,98
mira3,1,eeun,10,6,98
mira4,1,eeun,10,6,98
mira5,1,eeun,10,6,98
mira6,1,eeun,10,6,98
mira7,1,eeun,10,6,98
mira8,1,eeun,10,6,98
mira9,1,eeun,10,6,98
mira10,1,eeun,10,6,98
mira11,0,eeun,10,6,98
mira12,0,eeun,10,6,98
mira13,0,eeun,10,6,98
mira14,0,eeun,10,6,98
mira1,1,eeun,10,5,99
mira2,1,eeun,10,5,99
mira3,1,eeun,10,5,99
mira4,1,eeun,10,5,99
mira5,1,eeun,10,5,99
mira6,1,eeun,10,5,99
mira7,1,eeun,10,5,99
mira8,1,eeun,10,5,99
mira9,0,eeun,10,5,99
mira10,0,eeun,10,5,99
mira11,0,eeun,10,5,99
mira12,0,eeun,10,5,99
mira13,0,eeun,10,5,99
mira14,0,eeun,10,5,99
mira1,1,eeun,10,2,100
mira2,1,eeun,10,2,100
mira3,1,eeun,10,2,100
mira4,1,eeun,10,2,100
mira5,1,eeun,10,2,100
mira6,1,eeun,10,2,100
mira7,1,eeun,10,2,100
mira8,0,eeun,10,2,100
mira9,0,eeun,10,2,100
mira10,0,eeun,10,2,100
mira11,0,eeun,10,2,100
mira12,0,eeun,10,2,100
mira13,0,eeun,10,2,100
mira14,0,eeun,10,2,100
mira15,0,eeun,10,2,100
mira1,1,eeun,10,3,101
mira2,1,eeun,10,3,101
mira3,1,eeun,10,3,101
mira4,1,eeun,10,3,101
mira5,1,eeun,10,3,101
mira6,1,eeun,10,3,101
mira7,1,eeun,10,3,101
mira8,1,eeun,10,3,101
mira9,1,eeun,10,3,101
mira10,0,eeun,10,3,101
mira11,0,eeun,10,3,101
mira12,0,eeun,10,3,101
mira13,0,eeun,10,3,101
mira14,0,eeun,10,3,101
mira1,1,eeun,10,7,102
mira2,1,eeun,10,7,102
mira3,1,eeun,10,7,102
mira4,1,eeun,10,7,102
mira5,1,eeun,10,7,102
mira6,1,eeun,10,7,102
mira7,1,eeun,10,7,102
mira8,1,eeun,10,7,102
mira9,1,eeun,10,7,102
mira10,1,eeun,10,7,102
mira11,0,eeun,10,7,102
mira12,0,eeun,10,7,102
mira13,0,eeun,10,7,102
mira1,1,eeun,10,12,103
mira2,1,eeun,10,12,103
mira3,1,eeun,10,12,103
mira4,1,eeun,10,12,103
mira5,1,eeun,10,12,103
mira6,1,eeun,10,12,103
mira7,1,eeun,10,12,103
mira8,1,eeun,10,12,103
mira9,1,eeun,10,12,103
mira10,1,eeun,10,12,103
mira11,0,eeun,10,12,103
mira12,0,eeun,10,12,103
mira13,0,eeun,10,12,103
mira14,0,eeun,10,12,103
mira15,0,eeun,10,12,103
mira1,1,eeun,10,1,104
mira2,1,eeun,10,1,104
mira3,1,eeun,10,1,104
mira4,1,eeun,10,1,104
mira5,1,eeun,10,1,104
mira6,1,eeun,10,1,104
mira7,1,eeun,10,1,104
mira8,1,eeun,10,1,104
mira9,0,eeun,10,1,104
mira10,0,eeun,10,1,104
mira11,0,eeun,10,1,104
mira12,0,eeun,10,1,104
mira13,0,eeun,10,1,104
mira14,0,eeun,10,1,104
mira1,1,eeun,10,4,105
mira2,1,eeun,10,4,105
mira3,1,eeun,10,4,105
mira4,1,eeun,10,4,105
mira5,1,eeun,10,4,105
mira6,1,eeun,10,4,105
mira7,0,eeun,10,4,105
mira8,0,eeun,10,4,105
mira9,0,eeun,10,4,105
mira10,0,eeun,10,4,105
mira11,0,eeun,10,4,105
mira12,0,eeun,10,4,105
mira1,1,eeun,10,9,106
mira2,1,eeun,10,9,106
mira3,1,eeun,10,9,106
mira4,1,eeun,10,9,106
mira5,1,eeun,10,9,106
mira6,1,eeun,10,9,106
mira7,1,eeun,10,9,106
mira8,1,eeun,10,9,106
mira9,1,eeun,10,9,106
mira10,0,eeun,10,9,106
mira11,0,eeun,10,9,106
mira12,0,eeun,10,9,106
mira13,0,eeun,10,9,106
mira1,1,eeun,10,10,107
mira2,1,eeun,10,10,107
mira3,1,eeun,10,10,107
mira4,1,eeun,10,10,107
mira5,1,eeun,10,10,107
mira6,1,eeun,10,10,107
mira7,1,eeun,10,10,107
mira8,0,eeun,10,10,107
mira9,0,eeun,10,10,107
mira10,0,eeun,10,10,107
mira11,0,eeun,10,10,107
mira12,0,eeun,10,10,107
mira13,0,eeun,10,10,107
mira14,0,eeun,10,10,107
mira15,0,eeun,10,10,107
